postcode,suburb,state,latitude,longitude,dist
2429,Elands,NSW,-31.6346,152.2972,268.96
2429,Caparra,NSW,-31.7783,152.2596,252.83
2429,Wingham,NSW,-31.869,152.3742,248.08
2429,Warriwillah,NSW,-31.7783,152.2596,252.83
2429,Kimbriki,NSW,-31.9228,152.2671,238.38
2429,Mooral Creek,NSW,-31.7783,152.2596,252.83
2429,Firefly,NSW,-32.0826,152.2449,221.39
2429,Bobin,NSW,-31.7783,152.2596,252.83
2429,Burrell Creek,NSW,-31.952,152.2957,236.56
2429,Comboyne,NSW,-31.6055,152.4679,278.36
2429,Krambach,NSW,-32.0482,152.2502,225.05
2429,Marlee,NSW,-31.7989,152.3191,252.96
2429,Killabakh,NSW,-31.7355,152.3999,262.54
2429,Dyers Crossing,NSW,-32.0917,152.3008,222.82
2430,Ghinni Ghinni,NSW,-31.9029,152.4758,249.07
2430,Chatham,NSW,-31.9,152.4833,249.69
2430,Bohnock,NSW,-31.9029,152.4758,249.07
2430,Diamond Beach,NSW,-32.044,152.5344,238.15
2430,Taree,NSW,-31.9,152.4667,248.95
2430,Upper Lansdowne,NSW,-31.7024,152.4749,268.9
2430,Kolodong,NSW,-31.8833,152.4333,249.14
2430,Hallidays Point,NSW,-32.0698,152.4881,233.45
2430,Purfleet,NSW,-31.9442,152.4688,244.71
2430,Old Bar,NSW,-31.969,152.5852,247.77
2430,Failford,NSW,-32.0919,152.4547,229.74
2430,Tinonee,NSW,-31.9378,152.4138,242.91
2430,Koorainghat,NSW,-31.9858,152.4701,240.72
2430,Manning Point,NSW,-31.8951,152.6615,258.52
2430,Cundletown,NSW,-31.8977,152.5167,251.42
2431,Jerseyville,NSW,-30.9167,153.0333,370.76
2431,South West Rocks,NSW,-30.8844,153.0405,374.28
2439,Lorne,NSW,-31.617,152.6567,285.17
2439,Kendall,NSW,-31.6333,152.7,285.53
2439,Kew,NSW,-31.617,152.6567,285.17
2440,Collombatti,NSW,-30.9928,152.8415,355.11
2440,Carrai,NSW,-30.9307,152.6368,353.62
2440,Hickeys Creek,NSW,-30.9,152.6,355.5
2440,Toorooka,NSW,-30.9307,152.6368,353.62
2440,Verges Creek,NSW,-31.0878,152.8997,348.04
2440,Millbank,NSW,-30.9307,152.6368,353.62
2440,Willawarrin,NSW,-30.9333,152.6167,352.64
2440,Greenhill,NSW,-30.9307,152.6368,353.62
2440,Smithtown,NSW,-31.0152,152.944,357.14
2440,Comara,NSW,-30.9307,152.6368,353.62
2440,Kempsey,NSW,-31.0806,152.842,346.32
2440,Lower Creek,NSW,-30.9307,152.6368,353.62
2440,Frederickton,NSW,-31.0378,152.8789,352.13
2440,Gladstone,NSW,-30.9307,152.6368,353.62
2440,Hat Head,NSW,-31.0545,153.05,357.95
2440,Bellimbopinni,NSW,-30.9307,152.6368,353.62
2440,Bellbrook,NSW,-30.8182,152.5083,360.98
2440,Clybucca,NSW,-30.9544,152.9655,364.11
2440,Crescent Head,NSW,-31.1895,152.9768,341.43
2440,South Kempsey,NSW,-31.0942,152.8326,344.57
2441,Crossmaglen,NSW,-31.1272,152.7256,336.9
2441,Eungai Rail,NSW,-30.8463,152.9006,372.25
2441,Ballengarra,NSW,-31.1272,152.7256,336.9
2441,Bonville,NSW,-30.3761,153.0349,425.22
2441,Grassy Head,NSW,-31.1272,152.7256,336.9
2441,Stuarts Point,NSW,-30.8211,152.994,378.61
2441,Gum Scrub,NSW,-31.1272,152.7256,336.9
2441,Kundabung,NSW,-31.2086,152.823,332.76
2441,Rollands Plains,NSW,-31.1272,152.7256,336.9
2441,Telegraph Point,NSW,-31.3216,152.7997,320.56
2441,Eungai Creek,NSW,-30.8316,152.8817,372.98
2442,Mid North Coast Msc,NSW,-31.1534,152.7544,335.41
2443,Moorland,NSW,-31.7131,152.6781,276.77
2443,Johns River,NSW,-31.75,152.7,274.25
2443,North Haven,NSW,-31.7131,152.6781,276.77
2443,Herons Creek,NSW,-31.588,152.7267,291.16
2443,Dunbogan,NSW,-31.6494,152.8072,289.03
2443,West Haven,NSW,-31.6344,152.7825,289.28
2443,Laurieton,NSW,-31.6502,152.7982,288.52
2443,Hannam Vale,NSW,-31.713,152.5913,272.84
2443,Camden Head,NSW,-31.6469,152.8346,290.61
2444,Flynns Beach,NSW,-31.3892,152.8614,316.69
2444,Blackmans Point,NSW,-31.3833,152.85,316.74
2444,Port Macquarie Bc,NSW,-31.3892,152.8614,316.69
2444,Port Macquarie,NSW,-31.4343,152.9085,314.52
2445,Lake Cathie,NSW,-31.5703,152.8365,298.02
2445,Bonny Hills,NSW,-31.5703,152.8365,298.02
2446,Bellangry,NSW,-31.3275,152.6079,311.99
2446,Bagnoo,NSW,-31.3861,152.4402,299.67
2446,Beechwood,NSW,-31.4368,152.6784,303.92
2446,Kings Creek,NSW,-31.3861,152.4402,299.67
2446,Pembrooke,NSW,-31.3881,152.7535,311.97
2446,Long Flat,NSW,-31.3861,152.4402,299.67
2446,Byabarra,NSW,-31.5344,152.5282,287.94
2446,Huntingdon,NSW,-31.3861,152.4402,299.67
2446,Wauchope,NSW,-31.4574,152.7323,304.21
2446,Pappinbarra,NSW,-31.3861,152.4402,299.67
2446,Ellenborough,NSW,-31.4446,152.4567,294.28
2446,Toms Creek,NSW,-31.3861,152.4402,299.67
2446,Hollisdale,NSW,-31.3861,152.4402,299.67
2447,Macksville,NSW,-30.7065,152.921,387.2
2447,Thumb Creek,NSW,-30.7407,152.7934,378.85
2447,Taylors Arm,NSW,-30.7248,152.835,382.03
2447,Warrell Creek,NSW,-30.7703,152.8923,379.61
2447,Scotts Head,NSW,-30.7467,152.9927,386.01
2448,Nambucca Heads,NSW,-30.6424,153.0029,396.93
2448,Valla Beach,NSW,-30.5918,153.0085,402.27
2449,Argents Hill,NSW,-30.6074,152.6846,388.78
2449,Bowraville,NSW,-30.6419,152.8546,391.25
2449,Missabotti,NSW,-30.5673,152.8059,397.14
2450,Coffs Harbour Plaza,NSW,-30.0947,152.6671,442.09
2450,Karangi,NSW,-30.2544,153.0483,438.17
2450,Lower Bucca,NSW,-30.0947,152.6671,442.09
2450,Moonee Beach,NSW,-30.2081,153.1554,446.97
2450,Coffs Harbour Jetty,NSW,-30.0947,152.6671,442.09
2450,Boambee,NSW,-30.3372,153.0697,430.52
2450,Korora,NSW,-30.2571,153.129,440.96
2450,Coffs Harbour,NSW,-30.2823,153.1286,438.38
2450,Coramba,NSW,-30.2225,153.0161,440.25
2450,Glenreagh,NSW,-30.0511,152.979,456.64
2450,Ulong,NSW,-30.2461,152.8888,433.29
2450,Upper Orara,NSW,-30.2848,153.0095,433.61
2450,Nana Glen,NSW,-30.1362,153.0049,448.74
2450,Lowanna,NSW,-30.2124,152.9005,437.19
2452,Toormina,NSW,-30.3579,153.0909,429.23
2452,Sawtell,NSW,-30.3833,153.1,427.01
2453,Bostobrick,NSW,-30.2251,152.6442,427.61
2453,Megan,NSW,-30.287,152.7874,425.61
2453,Briggsvale,NSW,-30.2251,152.6442,427.61
2453,Dorrigo,NSW,-30.3401,152.7118,417.6
2453,Ebor,NSW,-30.2251,152.6442,427.61
2453,Hernani,NSW,-30.3422,152.421,408.88
2453,Tyringham,NSW,-30.2251,152.6442,427.61
2453,Dundurrabin,NSW,-30.2251,152.6442,427.61
2454,Thora,NSW,-30.4333,152.7833,410.23
2454,Sunny Corner,NSW,-30.4511,152.743,407.02
2454,Bellingen,NSW,-30.4524,152.8981,412.3
2454,Raleigh,NSW,-30.4807,152.9949,413.02
2454,Repton,NSW,-30.4389,153.0224,418.34
2454,Kalang,NSW,-30.5083,152.7742,402.13
2454,Fernmount,NSW,-30.4681,152.9593,412.96
2454,Mylestom,NSW,-30.4648,153.0428,416.5
2455,Urunga,NSW,-30.5,153.0167,411.9
2456,Corindi Beach,NSW,-30.0295,153.1595,465.36
2456,Red Rock,NSW,-29.9834,153.2292,472.71
2456,Safety Beach,NSW,-30.0295,153.1595,465.36
2456,Sandy Beach,NSW,-30.148,153.1921,454.51
2456,Arrawarra Headland,NSW,-30.0598,153.2027,463.9
2456,Woolgoolga,NSW,-30.1131,153.1935,458.11
2456,Emerald Beach,NSW,-30.1666,153.1825,452.24
2460,Grafton West,NSW,-29.624,152.7585,494.68
2460,Copmanhurst,NSW,-29.6,152.7833,497.93
2460,Jackadgery,NSW,-29.624,152.7585,494.68
2460,Grafton,NSW,-29.6912,152.9333,492.75
2460,Lawrence,NSW,-29.624,152.7585,494.68
2460,Kangaroo Creek,NSW,-29.946,152.8409,463.06
2460,Coaldale,NSW,-29.624,152.7585,494.68
2460,Nymboida,NSW,-29.926,152.7479,462.33
2460,Cowper,NSW,-29.624,152.7585,494.68
2460,Cangai,NSW,-29.5084,152.4792,499.97
2460,Baryulgil,NSW,-29.624,152.7585,494.68
2460,Waterview Heights,NSW,-29.7024,152.8382,488.67
2460,Winegrove,NSW,-29.624,152.7585,494.68
2460,South Grafton,NSW,-29.7032,152.9346,491.53
2460,South Arm,NSW,-29.624,152.7585,494.68
2460,Junction Hill,NSW,-29.6414,152.9258,497.76
2460,Halfway Creek,NSW,-29.9485,153.1141,472.03
2460,Seelands,NSW,-29.6151,152.9138,500.17
2460,Brushgrove,NSW,-29.5661,153.0806,510.6
2460,Coutts Crossing,NSW,-29.8311,152.891,476.72
2462,Tucabia,NSW,-29.6667,153.1,500.75
2462,Ulmarra,NSW,-29.6306,153.0281,502.14
2462,Pillar Valley,NSW,-29.764,153.13,491.67
2462,Wooli,NSW,-29.8655,153.2663,486.17
2463,Tullymorgan,NSW,-29.5433,153.2368,518.28
2463,Maclean,NSW,-29.458,153.1969,525.77
2463,Woodford,NSW,-29.5433,153.2368,518.28
2463,Brooms Head,NSW,-29.6047,153.3331,515.41
2464,Yamba,NSW,-29.4893,153.323,526.93
2465,Harwood,NSW,-29.4167,153.2333,531.31
2466,Iluka,NSW,-29.4167,153.35,535.39
2469,Tabulam,NSW,-28.9972,152.7403,561.28
2469,Old Bonalbo,NSW,-28.654,152.5963,595.1
2469,Rappville,NSW,-28.9972,152.7403,561.28
2469,Mallanganee,NSW,-28.9064,152.7206,570.58
2469,Chatsworth,NSW,-28.9972,152.7403,561.28
2469,Bonalbo,NSW,-28.7365,152.6228,586.72
2470,Dyraaba Central,NSW,-28.8492,152.9372,582.22
2470,Dobies Bight,NSW,-28.8167,152.95,586.04
2470,Coombell,NSW,-28.8492,152.9372,582.22
2470,Backmede,NSW,-28.7726,153.0188,592.62
2470,Dyraaba Creek,NSW,-28.8492,152.9372,582.22
2470,Woodview,NSW,-28.8667,152.9667,581.15
2470,Naughtons Gap,NSW,-28.8492,152.9372,582.22
2470,Spring Grove,NSW,-28.8331,153.1557,590.11
2470,Irvington,NSW,-28.8492,152.9372,582.22
2470,Piora,NSW,-28.85,152.9,581.15
2470,Sextonville,NSW,-28.8492,152.9372,582.22
2470,Shannon Brook,NSW,-28.8963,152.9575,577.74
2470,Baraimal,NSW,-28.8492,152.9372,582.22
2470,Stratheden,NSW,-28.8027,152.9543,587.65
2470,Leeville,NSW,-28.8492,152.9372,582.22
2470,Fairy Hill,NSW,-28.763,152.9866,592.76
2470,Dyraaba,NSW,-28.8492,152.9372,582.22
2470,Doubtful Creek,NSW,-28.7486,152.9151,592.4
2470,Mongogarie,NSW,-28.8492,152.9372,582.22
2470,Casino,NSW,-28.8639,153.0462,583.66
2470,Ellangowan,NSW,-28.8492,152.9372,582.22
2471,Tatham,NSW,-28.9289,153.1587,580.07
2471,Coraki,NSW,-29.0136,153.2,572.41
2471,Swan Bay,NSW,-29.0136,153.2,572.41
2472,Woodburn,NSW,-29.0833,153.35,569.99
2472,Broadwater,NSW,-29.1241,153.3351,565.24
2472,Rileys Hill,NSW,-29.0139,153.4067,579.15
2473,Evans Head,NSW,-29.1167,153.4333,569.39
2474,Lynchs Creek,NSW,-28.4787,152.9119,621.3
2474,Wiangaree,NSW,-28.5058,152.9675,619.79
2474,Ettrick,NSW,-28.4787,152.9119,621.3
2474,The Risk,NSW,-28.4667,152.9333,623.12
2474,Rukenvale,NSW,-28.4787,152.9119,621.3
2474,Cawongla,NSW,-28.5918,153.1031,614.23
2474,Grevillia,NSW,-28.4787,152.9119,621.3
2474,Kyogle,NSW,-28.6224,153.0041,608.26
2474,Toonumbar,NSW,-28.4787,152.9119,621.3
2474,Geneva,NSW,-28.6206,152.9823,607.87
2475,Urbenville,NSW,-28.5048,152.4219,607.93
2476,Woodenbong,NSW,-28.391,152.612,624
2476,Acacia Plateau,NSW,-28.4516,152.3925,613.23
2476,Legume,NSW,-28.4047,152.3076,616.93
2476,Old Koreelah,NSW,-28.4516,152.3925,613.23
2477,Meerschaum Vale,NSW,-28.9167,153.4333,590.18
2477,Dalwood,NSW,-28.8923,153.4314,592.66
2477,Uralba,NSW,-28.8736,153.4713,595.97
2477,Cabbage Tree Island,NSW,-28.8923,153.4314,592.66
2477,Rous Mill,NSW,-28.8833,153.3833,591.99
2477,Alstonville,NSW,-28.8421,153.4404,598.2
2477,Rous,NSW,-28.8711,153.4057,594.01
2477,Wardell,NSW,-28.9527,153.4643,587.5
2477,Wollongbar,NSW,-28.828,153.4211,599.03
2478,Pimlico,NSW,-28.8503,153.5244,600.22
2478,Ballina,NSW,-28.8667,153.5667,600.01
2478,Teven,NSW,-28.8105,153.4889,603.14
2478,Tintenbar,NSW,-28.7966,153.5132,605.42
2478,Empire Vale,NSW,-28.9156,153.5034,592.71
2478,Lennox Head,NSW,-28.7957,153.5939,608.32
2478,Keith Hall,NSW,-28.8898,153.532,596.39
2479,Bangalow,NSW,-28.7,153.5167,615.6
2479,Nashua,NSW,-28.7299,153.4679,610.84
2479,Binna Burra,NSW,-28.7,153.5,615.04
2479,Fernleigh,NSW,-28.7603,153.4977,608.67
2479,Brooklet,NSW,-28.7333,153.5167,612.13
2480,Richmond Hill,NSW,-28.7221,153.2565,604.89
2480,Whian Whian,NSW,-28.6352,153.3162,615.9
2480,Eltham,NSW,-28.7221,153.2565,604.89
2480,Goolmangar,NSW,-28.75,153.2167,600.73
2480,Tuckurimba,NSW,-28.7221,153.2565,604.89
2480,Georgica,NSW,-28.6219,153.1681,612.87
2480,Tuncester,NSW,-28.7221,153.2565,604.89
2480,Tregeagle,NSW,-28.847,153.3531,594.8
2480,Mckees Hill,NSW,-28.7221,153.2565,604.89
2480,Goonellabah,NSW,-28.8198,153.3177,596.51
2480,Eureka,NSW,-28.7221,153.2565,604.89
2480,Dunoon,NSW,-28.6819,153.3185,611.05
2480,Ruthven,NSW,-28.7221,153.2565,604.89
2480,Rosebank,NSW,-28.6635,153.3922,615.31
2480,Bentley,NSW,-28.7221,153.2565,604.89
2480,Numulgi,NSW,-28.744,153.3249,604.71
2480,Federal,NSW,-28.7221,153.2565,604.89
2480,Nimbin,NSW,-28.5968,153.2229,617.14
2480,Clunes,NSW,-28.7221,153.2565,604.89
2480,The Channon,NSW,-28.6732,153.2789,610.74
2480,Marom Creek,NSW,-28.7221,153.2565,604.89
2480,Rock Valley,NSW,-28.7474,153.1744,599.75
2480,Lismore,NSW,-28.7221,153.2565,604.89
2480,Bexhill,NSW,-28.7627,153.3465,603.43
2480,Dorroughby,NSW,-28.7221,153.2565,604.89
2480,North Lismore,NSW,-28.7881,153.2774,598.58
2480,Corndale,NSW,-28.7221,153.2565,604.89
2480,Wyrallah,NSW,-28.8882,153.2998,588.76
2481,Byron Bay,NSW,-28.65,153.6167,624.24
2481,Broken Head,NSW,-28.7172,153.5923,616.41
2481,Tyagarah,NSW,-28.6,153.55,627.16
2481,Suffolk Park,NSW,-28.6898,153.6102,619.88
2482,Mullumbimby,NSW,-28.5532,153.4996,630.37
2482,Goonengerry,NSW,-28.6108,153.4397,622.38
2483,Billinudgel,NSW,-28.4709,153.4922,638.75
2483,Yelgun,NSW,-28.4833,153.5167,638.25
2483,South Golden Beach,NSW,-28.5013,153.5436,637.25
2483,Crabbes Creek,NSW,-28.4667,153.5,639.45
2483,Brunswick Heads,NSW,-28.539,153.5483,633.47
2483,Mooball,NSW,-28.45,153.4833,640.66
2483,Ocean Shores,NSW,-28.5275,153.5439,634.52
2483,Burringbar,NSW,-28.4333,153.4833,642.41
2483,New Brighton,NSW,-28.5094,153.5496,636.6
2484,Bray Park,NSW,-28.377,153.3135,643.11
2484,Eungella,NSW,-28.35,153.3167,646.07
2484,Doon Doon,NSW,-28.377,153.3135,643.11
2484,Cudgera Creek,NSW,-28.39,153.5195,648.13
2484,Numinbah,NSW,-28.377,153.3135,643.11
2484,Uki,NSW,-28.4167,153.3333,639.5
2484,Crystal Creek,NSW,-28.377,153.3135,643.11
2484,Stokers Siding,NSW,-28.3935,153.4036,644.1
2484,Palmvale,NSW,-28.377,153.3135,643.11
2484,Chillingham,NSW,-28.3141,153.2777,648.74
2484,Kunghur,NSW,-28.377,153.3135,643.11
2484,Dunbible,NSW,-28.3825,153.4018,645.2
2484,Dungay,NSW,-28.2762,153.3694,655.45
2484,Tyalgum,NSW,-28.3568,153.2073,642.18
2484,Condong,NSW,-28.3168,153.4338,653.12
2484,Murwillumbah,NSW,-28.3264,153.396,650.95
2485,Tweed Heads West,NSW,-28.1804,153.5196,670.17
2485,Tweed Heads,NSW,-28.1833,153.55,670.82
2486,Banora Point,NSW,-28.2134,153.536,667.21
2486,Bilambil,NSW,-28.2333,153.4667,662.95
2486,Carool,NSW,-28.2303,153.4191,661.81
2486,Terranora,NSW,-28.2407,153.5028,663.29
2486,Tweed Heads South,NSW,-28.1985,153.5437,669.02
2487,Chinderah,NSW,-28.2333,153.55,665.56
2487,Fingal Head,NSW,-28.2042,153.5657,669.13
2487,Cudgen,NSW,-28.2667,153.55,662.05
2487,Stotts Creek,NSW,-28.2667,153.5,660.47
2487,Duranbah,NSW,-28.3167,153.5333,656.27
2487,Kingscliff,NSW,-28.2667,153.5667,662.59
2488,Bogangar,NSW,-28.3226,153.5687,656.79
2488,Cabarita Beach,NSW,-28.3226,153.5687,656.79
2489,Hastings Point,NSW,-28.3806,153.5635,650.54
2489,Pottsville,NSW,-28.3806,153.5635,650.54
2490,Tumbulgum,NSW,-28.2833,153.4667,657.67
2500,Coniston,NSW,-34.45,150.8833,70.73
2500,Wollongong,NSW,-34.4166,150.8999,66.72
2500,Keiraville,NSW,-34.4167,150.8667,68.07
2500,Gwynneville,NSW,-34.4167,150.8875,67.21
2500,Mount Keira,NSW,-34.4189,150.8542,68.81
2500,Mangerton,NSW,-34.4367,150.8717,69.85
2500,Mount Saint Thomas,NSW,-34.4433,150.8722,70.49
2502,Primbee,NSW,-34.4894,150.8782,74.91
2502,Cringila,NSW,-34.4667,150.8833,72.42
2502,Lake Heights,NSW,-34.4867,150.875,74.76
2502,Warrawong,NSW,-34.485,150.8883,74.1
2505,Port Kembla,NSW,-34.4795,150.9017,73.05
2505,Kemblawarra,NSW,-34.4944,150.89,75
2506,Berkeley,NSW,-34.4833,150.85,75.38
2508,Otford,NSW,-34.2133,151.0032,42.23
2508,Coalcliff,NSW,-34.2435,150.9761,46.34
2508,Helensburgh,NSW,-34.1907,150.982,40.93
2508,Stanwell Park,NSW,-34.226,150.9861,44.19
2508,Darkes Forest,NSW,-34.2144,150.9506,44.67
2508,Stanwell Tops,NSW,-34.2208,150.9762,44.11
2515,Clifton,NSW,-34.2955,150.9332,53.29
2515,Coledale,NSW,-34.2833,150.95,51.38
2515,Thirroul,NSW,-34.3167,150.9167,56.09
2515,Wombarra,NSW,-34.2833,150.95,51.38
2515,Austinmer,NSW,-34.3,150.9167,54.46
2515,Scarborough,NSW,-34.2667,150.95,49.74
2516,Bulli,NSW,-34.3333,150.9167,57.72
2517,Russell Vale,NSW,-34.3484,150.9011,59.87
2517,Woonona,NSW,-34.3333,150.9167,57.72
2518,Corrimal,NSW,-34.3667,150.9,61.72
2518,Towradgi,NSW,-34.3867,150.9028,63.6
2518,Tarrawanna,NSW,-34.3781,150.8875,63.38
2518,Bellambi,NSW,-34.3667,150.9167,61.04
2519,Mount Pleasant,NSW,-34.3919,150.8824,64.95
2519,Balgownie,NSW,-34.3886,150.8777,64.83
2519,Fairy Meadow,NSW,-34.3967,150.8958,64.88
2519,Mount Ousley,NSW,-34.4,150.875,66.07
2520,Wollongong,NSW,-34.4333,150.8833,69.04
2521,South Coast Mc,NSW,-34.5262,150.8534,79.57
2522,University Of Wollongong,NSW,-34.5262,150.8534,79.57
2525,Figtree,NSW,-34.4356,150.8583,70.29
2526,Farmborough Heights,NSW,-34.4496,150.8311,72.82
2526,Mount Kembla,NSW,-34.4328,150.8205,71.66
2526,Cordeaux Heights,NSW,-34.4496,150.8311,72.82
2526,Unanderra,NSW,-34.45,150.85,72.06
2526,Kembla Grange,NSW,-34.4708,150.8089,75.87
2527,Albion Park,NSW,-34.5667,150.7833,86.4
2527,Albion Park Rail,NSW,-34.5608,150.7958,85.3
2528,Warilla,NSW,-34.5502,150.8581,81.85
2528,Lake Illawarra,NSW,-34.55,150.8667,81.52
2528,Mount Warrigal,NSW,-34.5502,150.8581,81.85
2528,Barrack Point,NSW,-34.5632,150.8674,82.86
2528,Barrack Heights,NSW,-34.5502,150.8581,81.85
2528,Windang,NSW,-34.5333,150.8667,79.81
2529,Shellharbour Square,NSW,-34.5753,150.8442,84.92
2529,Flinders,NSW,-34.5833,150.8552,85.35
2529,Blackbutt,NSW,-34.5753,150.8442,84.92
2529,Dunmore,NSW,-34.6,150.85,87.25
2529,Oak Flats Dc,NSW,-34.5753,150.8442,84.92
2529,Oak Flats,NSW,-34.5649,150.8193,84.78
2529,Shellharbour,NSW,-34.5833,150.8667,84.96
2529,Shell Cove,NSW,-34.5882,150.8726,85.27
2530,Wongawilli,NSW,-34.4696,150.7438,78.8
2530,Dapto,NSW,-34.5,150.7833,79.84
2530,Yallah,NSW,-34.4696,150.7438,78.8
2530,Koonawarra,NSW,-34.5022,150.8071,79.02
2530,Brownsville,NSW,-34.4856,150.8062,77.43
2530,Horsley,NSW,-34.4896,150.7668,79.59
2530,Kanahooka,NSW,-34.4945,150.809,78.18
2533,Jamberoo,NSW,-34.65,150.7833,94.76
2533,Bombo,NSW,-34.6564,150.854,92.96
2533,Kiama,NSW,-34.6717,150.8567,94.48
2533,Minnamurra,NSW,-34.6279,150.8551,89.96
2534,Gerroa,NSW,-34.734,150.7896,103.13
2534,Foxground,NSW,-34.7167,150.7667,102.16
2534,Toolijooa,NSW,-34.734,150.7896,103.13
2534,Gerringong,NSW,-34.7455,150.8275,103.1
2534,Werri Beach,NSW,-34.7341,150.8325,101.76
2535,Budderoo,NSW,-34.7819,150.68,112.04
2535,Jaspers Brush,NSW,-34.8167,150.6667,116.06
2535,Woodhill,NSW,-34.7819,150.68,112.04
2535,Shoalhaven Heads,NSW,-34.8514,150.7453,116.76
2535,Coolangatta,NSW,-34.7819,150.68,112.04
2535,Bellawongarah,NSW,-34.7667,150.6333,112.45
2535,Wattamolla,NSW,-34.7819,150.68,112.04
2535,Berry,NSW,-34.7833,150.7,111.41
2536,East Lynne,NSW,-35.6319,150.1637,217.55
2536,Batemans Bay,NSW,-35.7082,150.1747,224.77
2536,Buckenbowra,NSW,-35.6319,150.1637,217.55
2536,Currowan,NSW,-35.5833,150.1667,212.6
2536,Durras North,NSW,-35.6319,150.1637,217.55
2536,Jeremadra,NSW,-35.8091,150.1366,236.4
2536,Benandarah,NSW,-35.6319,150.1637,217.55
2536,Nelligen,NSW,-35.65,150.1333,220.58
2536,Runnyford,NSW,-35.6319,150.1637,217.55
2536,Long Beach,NSW,-35.6989,150.2344,221.6
2536,Woodlands,NSW,-35.6319,150.1637,217.55
2536,South Durras,NSW,-35.651,150.295,214.54
2536,Lilli Pilli,NSW,-35.6319,150.1637,217.55
2536,Catalina,NSW,-35.7235,150.1926,225.64
2536,Surf Beach,NSW,-35.6319,150.1637,217.55
2536,North Batemans Bay,NSW,-35.7003,150.1832,223.65
2536,Guerilla Bay,NSW,-35.6319,150.1637,217.55
2536,Surfside,NSW,-35.7008,150.1983,223.13
2536,Rosedale,NSW,-35.6319,150.1637,217.55
2536,Malua Bay,NSW,-35.7833,150.2321,230.3
2536,Bimbimbie,NSW,-35.6319,150.1637,217.55
2536,Denhams Beach,NSW,-35.7477,150.2132,227.34
2536,Mogo,NSW,-35.6319,150.1637,217.55
2536,Sunshine Bay,NSW,-35.7416,150.2091,226.87
2536,Batehaven,NSW,-35.7321,150.1995,226.26
2536,Maloneys Beach,NSW,-35.7059,150.248,221.82
2537,Deua River Valley,NSW,-35.8613,149.9495,249.06
2537,Bingie,NSW,-36.0111,150.1532,256.42
2537,Kiora,NSW,-35.8613,149.9495,249.06
2537,Tomakin,NSW,-35.8218,150.193,235.62
2537,Deua,NSW,-35.8613,149.9495,249.06
2537,Tuross Head,NSW,-36.0607,150.1372,262.07
2537,Coila,NSW,-35.8613,149.9495,249.06
2537,Moruya,NSW,-35.9117,150.078,248.97
2537,Meringo,NSW,-35.8613,149.9495,249.06
2537,Mogendoura,NSW,-35.8722,150.0588,245.73
2537,Bergalia,NSW,-35.9813,150.1052,255.04
2537,Congo,NSW,-35.9562,150.1537,250.76
2537,Turlinjah,NSW,-36.0333,150.0902,260.88
2537,Mossy Point,NSW,-35.8374,150.1759,237.83
2537,Moruya Heads,NSW,-35.9136,150.1326,247.15
2537,Broulee,NSW,-35.855,150.1746,239.67
2538,Milton,NSW,-35.2373,150.3018,172.85
2539,Manyana,NSW,-35.2584,150.514,166.61
2539,Berringer Lake,NSW,-35.4128,150.22,193.54
2539,Burrill Lake,NSW,-35.3872,150.4496,182.08
2539,Conjola,NSW,-35.4128,150.22,193.54
2539,Termeil,NSW,-35.4872,150.3393,196.24
2539,Yatte Yattah,NSW,-35.4128,150.22,193.54
2539,Bendalong,NSW,-35.2468,150.5299,164.87
2539,Cunjurong Point,NSW,-35.2598,150.5049,167.07
2539,Lake Tabourie,NSW,-35.4438,150.3985,189.67
2539,Bawley Point,NSW,-35.5224,150.3932,197.92
2539,Mollymook,NSW,-35.3393,150.4742,176.3
2539,Ulladulla,NSW,-35.3571,150.4743,178.13
2539,Conjola Park,NSW,-35.3716,150.4521,180.39
2539,Lake Conjola,NSW,-35.2693,150.4927,168.47
2539,Kioloa,NSW,-35.5444,150.384,200.5
2540,Tomerong,NSW,-35.028,150.5501,141.84
2540,Wandandian,NSW,-35.0891,150.51,149.54
2540,Numbaa,NSW,-35.028,150.5501,141.84
2540,Worrigee,NSW,-34.8904,150.6261,125.05
2540,Wrights Beach,NSW,-35.028,150.5501,141.84
2540,Old Erowal Bay,NSW,-35.0844,150.6465,144.17
2540,Hmas Albatross,NSW,-35.028,150.5501,141.84
2540,Callala Bay,NSW,-34.9876,150.7181,131.81
2540,Yalwal,NSW,-35.028,150.5501,141.84
2540,Cambewarra,NSW,-34.8208,150.5422,121.75
2540,Myola,NSW,-35.028,150.5501,141.84
2540,Terara,NSW,-34.8654,150.6274,122.49
2540,Bolong,NSW,-35.028,150.5501,141.84
2540,Callala Beach,NSW,-35.0091,150.6965,134.73
2540,Bamarang,NSW,-35.028,150.5501,141.84
2540,Sanctuary Point,NSW,-35.1041,150.6269,146.86
2540,Brundee,NSW,-35.028,150.5501,141.84
2540,Cudmirrah,NSW,-35.198,150.5578,158.88
2540,Swanhaven,NSW,-35.028,150.5501,141.84
2540,St Georges Basin,NSW,-35.0908,150.5978,146.48
2540,Burrier,NSW,-35.028,150.5501,141.84
2540,Woollamia,NSW,-35.0137,150.6376,137.17
2540,Falls Creek,NSW,-35.028,150.5501,141.84
2540,Greenwell Point,NSW,-34.9079,150.7297,123.14
2540,Meroo Meadow,NSW,-34.8099,150.6184,117.34
2540,Hyams Beach,NSW,-35.1017,150.681,144.9
2540,Pyree,NSW,-34.9117,150.6847,125.05
